mscore_id,page_index,width,height,num_staves
sq8913219,0004,8516,710,4
sq8913219,0005,8534,675,4
sq8913219,0006,8520,705,4
sq8913219,0007,8499,690,4
sq8913219,0008,8384,620,4
sq8913219,0009,10582,547,5
sq8913219,0010,10417,537,5
sq8913219,0011,10447,547,5
sq8913219,0012,10524,558,5
sq8913219,0013,9456,517,5
sq8913219,0014,10066,516,5
sq8913219,0015,10107,516,5
sq8913219,0016,10315,540,5
sq8913219,0017,10472,573,5
sq8913219,0018,10442,571,5
sq8913219,0019,10265,569,5
sq9396439,0001,8102,601,4
sq9396439,0002,9945,654,5
sq9396439,0003,9875,538,5
sq9396439,0004,10181,585,5
sq9396439,0005,9922,684,5
sq9396439,0006,8434,658,4
sq9396439,0007,8348,603,4
sq9396439,0008,10183,564,5
sq9396439,0009,8325,680,4
sq9396439,0010,9511,520,5
sq9396439,0011,10023,572,5
sq9396439,0012,9744,545,5
sq9396439,0013,10309,576,5
sq9396439,0014,8380,620,4
sq9396439,0015,10055,563,5
sq9396439,0016,10145,577,5
sq9396439,0017,10358,568,5
sq9396439,0018,10522,577,5
sq9396439,0019,10247,613,5
sq9396439,0020,9882,604,5
sq9396439,0021,8544,676,4
sq9719026,0001,8384,610,4
sq9719026,0002,10291,543,5
sq9719026,0003,9675,551,5
sq9719026,0004,10283,562,5
sq9719026,0005,10523,554,5
sq9719026,0006,8473,639,4
sq9719026,0007,8357,668,4
sq9719026,0008,8125,601,4
sq9719026,0009,9430,645,5
sq9719026,0010,10070,555,5
sq9719026,0011,6403,843,3
sq9719026,0012,8394,639,4
sq9719026,0013,10264,562,5
sq9719026,0014,8394,677,4
sq9719026,0015,8394,630,4
sq9719026,0016,10068,562,5
sq9719026,0017,9867,545,5
sq9719026,0018,10437,577,5
sq9719026,0019,8522,663,4
sq9719026,0020,8526,666,4
sq7872392,0001,8404,590,4
sq7872392,0002,10604,550,5
sq7872392,0003,10298,560,5
sq7872392,0004,10660,569,5
sq7872392,0005,10641,545,5
sq7872392,0006,12200,490,6
sq7872392,0007,11704,547,6
sq7872392,0008,10234,577,5
sq7872392,0009,8409,612,4
sq7872392,0010,9982,568,5
sq7872392,0011,10587,582,5
sq7872392,0012,10511,580,5
sq7872392,0013,8534,647,4
sq7872392,0014,8530,664,4
sq7872392,0015,8399,606,4
sq7872392,0016,10535,549,5
sq7872392,0017,8522,669,4
sq7872392,0018,6400,858,3
sq7872392,0019,10506,504,5
sq7872392,0020,10665,559,5
sq7872392,0021,10665,570,5
sq7872392,0022,10569,536,5
sq7872392,0023,10609,545,5
sq7872392,0024,10628,557,5
sq7872392,0025,10670,561,5
sq7872392,0026,10516,542,5
sq7872392,0027,10617,551,5
sq7872392,0028,10573,556,5
sq7872392,0029,10557,543,5
sq8454356,0001,7729,575,4
sq8454356,0002,8522,660,4
sq8454356,0003,10045,543,5
sq8454356,0004,10125,568,5
sq8454356,0005,10112,556,5
sq8454356,0006,8534,659,4
sq8454356,0007,8517,663,4
sq8454356,0008,6253,829,3
sq8454356,0009,6405,826,3
sq8454356,0010,6253,819,3
sq8454356,0011,8509,642,4
sq8454356,0012,8092,620,4
sq8454356,0013,9370,517,5
sq8454356,0014,8346,675,4
sq8454356,0015,8458,662,4
sq8454356,0016,9689,533,5
sq8811375,0001,8351,623,4
sq8811375,0002,10377,559,5
sq8811375,0003,10541,549,5
sq8811375,0004,10007,655,5
sq8811375,0005,10156,657,5
sq8811375,0006,8108,684,4
sq8811375,0007,10231,532,5
sq8811375,0008,9405,525,5
sq8811375,0009,9790,520,5
sq8811375,0010,10388,553,5
sq8811375,0011,9749,575,5
sq8811375,0012,9384,621,5
sq8811375,0013,10513,549,5
sq8811375,0014,8341,655,4
sq8811375,0015,7892,659,4
sq8811375,0016,8384,655,4
sq8811375,0017,9721,529,5
sq8811375,0018,8094,632,4
sq8811375,0019,8347,655,4
sq8811375,0020,10255,590,5
sq8811375,0021,7804,666,4
sq8811375,0022,9928,542,5
sq8811375,0023,10045,603,5
sq8811375,0024,9672,666,5
sq8811375,0025,9436,579,5
sq8811375,0026,9669,533,5
sq8811375,0027,9825,546,5
sq8811375,0028,9949,541,5
sq8811375,0029,9227,598,5
sq8811375,0030,6403,917,3
sq8811375,0031,10257,506,5
sq8811375,0032,9366,504,5
sq8811375,0033,9788,546,5
sq8811375,0034,10079,543,5
sq8811375,0035,8992,499,5
sq8811375,0036,9148,485,5
sq8811375,0037,10302,550,5
sq8811375,0038,8293,719,4
sq8811375,0039,7891,703,4
sq8811375,0040,8113,689,4
sq8811375,0041,9779,560,5
sq8811375,0042,9620,505,5
sq8811375,0043,9941,568,5
sq8811375,0044,9796,531,5
sq8811375,0045,9537,603,5
sq8811375,0046,7954,599,4
sq8811375,0047,8495,656,4
sq8811375,0048,8526,636,4
sq8811375,0049,7214,596,4
sq8811375,0050,8898,518,5
sq8811375,0051,8425,671,4
sq8811375,0052,9621,608,5
sq8811375,0053,7626,613,4
sq8811375,0054,8181,643,4
sq8811375,0055,8367,675,4
sq8811375,0056,9252,517,5
sq8811375,0057,8658,496,5
sq8811375,0058,6403,833,3
sq8811375,0059,10292,619,5
sq8811375,0060,8476,670,4
sq8811375,0061,8216,722,4
sq8811375,0062,7667,644,4
sq8811375,0063,8377,673,4
sq10675759,0001,8359,608,4
sq10675759,0002,9632,539,5
sq10675759,0003,10109,557,5
sq10675759,0004,10446,566,5
sq10675759,0005,10490,574,5
sq10675759,0006,10475,529,5
sq10675759,0007,10241,545,5
sq10675759,0008,9957,566,5
sq10675759,0009,9943,545,5
sq10675759,0010,9549,534,5
sq10675759,0011,10274,557,5
sq10675759,0012,8253,661,4
sq10675759,0013,9750,579,5
sq10675759,0014,9786,618,5
sq10675759,0015,8306,666,4
sq10675759,0016,8514,675,4
sq10675759,0017,8518,682,4
sq10675759,0018,8506,709,4
sq10675759,0019,10086,568,5
sq10675759,0020,9578,597,5
sq10675759,0021,10199,672,5
sq10675759,0022,9944,540,5
sq10675759,0023,10248,576,5
sq10675759,0024,10088,588,5
sq10675759,0025,9514,592,5
sq10675759,0026,9552,499,5
sq10675759,0027,10451,551,5
sq10675759,0028,9644,624,5
sq10675759,0029,9079,526,5
sq10675759,0030,10077,571,5
sq10675759,0031,10321,557,5
sq10675759,0032,9314,523,5
sq10675759,0033,9887,545,5
sq10675759,0034,10516,552,5
sq10675759,0035,10007,537,5
sq10675759,0036,10028,596,5
sq10675759,0037,10424,579,5
sq7108150,0001,8266,610,4
sq7108150,0002,9945,551,5
sq7108150,0003,10149,561,5
sq7108150,0004,10278,554,5
sq7108150,0005,8522,675,4
sq7108150,0006,8534,717,4
sq7108150,0007,10039,553,5
sq7108150,0008,10050,553,5
sq7108150,0009,8341,657,4
sq7108150,0010,8486,741,4
sq7108150,0011,8111,619,4
sq7108150,0012,8217,657,4
sq7108150,0013,8347,681,4
sq7108150,0014,8167,630,4
sq7108150,0015,8324,597,4
sq7108150,0016,8504,658,4
sq7108150,0017,10271,552,5
sq7108150,0018,9775,546,5
sq7108150,0019,8202,630,4
sq7108150,0020,8364,717,4
sq7108150,0021,9757,668,5
sq7108150,0022,10154,686,5
sq7108150,0023,10136,664,5
sq7108150,0024,9740,657,5
sq7108150,0025,9262,531,5
sq7108150,0026,9882,552,5
sq7302602,0001,8150,583,4
sq7302602,0002,9320,519,5
sq7302602,0003,9761,573,5
sq7302602,0004,9796,558,5
sq7302602,0005,10072,591,5
sq7302602,0006,9975,707,5
sq7302602,0007,10093,578,5
sq7302602,0008,9458,631,5
sq7302602,0009,10099,693,5
sq7302602,0010,8062,636,4
sq7302602,0011,8527,662,4
sq7302602,0012,9733,652,5
sq7302602,0013,8403,689,4
sq7302602,0014,8091,669,4
sq7302602,0015,8139,636,4
sq7302602,0016,9326,648,5
sq7302602,0017,9617,533,5
sq7302602,0018,9163,526,5
sq7302602,0019,8231,668,4
sq7302602,0020,8377,650,4
sq7302602,0021,9566,668,5
sq7302602,0022,10254,608,5
sq7302602,0023,9715,571,5
sq7302602,0024,8493,717,4
sq7302602,0025,8383,724,4
sq7302602,0026,8191,650,4
sq7302602,0027,8294,707,4
sq8928855,0001,8166,606,4
sq8928855,0002,10280,604,5
sq8928855,0003,10171,557,5
sq8928855,0004,9674,666,5
sq8928855,0005,9996,683,5
sq8928855,0006,10118,564,5
sq8928855,0007,9953,692,5
sq8928855,0008,10255,546,5
sq8928855,0009,9885,614,5
sq8928855,0010,8048,633,4
sq8928855,0011,8493,692,4
sq8928855,0012,9636,536,5
sq8928855,0013,8163,672,4
sq8928855,0014,8121,647,4
sq8928855,0015,9788,553,5
sq8928855,0016,9787,680,5
sq8928855,0017,10142,688,5
sq8928855,0018,9931,598,5
sq8928855,0019,9267,591,5
sq8928855,0020,9863,562,5
sq8928855,0021,9245,558,5
sq8928855,0022,9362,564,5
sq8928855,0023,10094,573,5
sq8928855,0024,9728,572,5
sq8928855,0025,9707,646,5
sq8938822,0001,8123,626,4
sq8938822,0002,10253,620,5
sq8938822,0003,9825,670,5
sq8938822,0004,8453,687,4
sq8938822,0005,8276,720,4
sq8938822,0006,9267,528,5
sq8938822,0007,9540,577,5
sq8938822,0008,8356,657,4
sq8938822,0009,8177,684,4
sq8938822,0010,10404,607,5
sq8938822,0011,9654,538,5
sq8938822,0012,10096,578,5
sq8938822,0013,8530,704,4
sq8938822,0014,8359,660,4
sq8938822,0015,8214,670,4
sq8938822,0016,8363,645,4
sq8938822,0017,8514,684,4
sq8938822,0018,8492,663,4
sq8938822,0019,8253,657,4
sq8938822,0020,8327,637,4
sq8938822,0021,8476,694,4
sq8938822,0022,8492,725,4
sq8938822,0023,8454,709,4
sq8938822,0024,8234,674,4
sq8938822,0025,8377,655,4
sq8938822,0026,8174,689,4
sq8938822,0027,8285,667,4
sq8938822,0028,7877,611,4
sq8938822,0029,8457,664,4
sq8938822,0030,8526,700,4
sq8938822,0031,8526,668,4
sq8938822,0032,8480,671,4
sq8938822,0033,8472,756,4
sq8938822,0034,8465,659,4
sq8938822,0035,8361,654,4
sq8938822,0036,8178,639,4
sq8938822,0037,10214,570,5
sq8938822,0038,8335,673,4
sq8938822,0039,8321,686,4
sq8938822,0040,8491,696,4
sq8938822,0041,8422,676,4
sq8938822,0042,8401,676,4
sq8938822,0043,8514,685,4
sq8938822,0044,8381,692,4
sq8938822,0045,8392,687,4
sq8938822,0046,8330,681,4
sq8938822,0047,10165,581,5
sq9094235,0001,6122,796,3
sq9094235,0002,8199,718,4
sq9094235,0003,7537,683,4
sq9094235,0004,8007,643,4
sq9094235,0005,8191,684,4
sq9094235,0006,7899,690,4
sq9094235,0007,8070,700,4
sq9094235,0008,8178,693,4
sq9094235,0009,8344,676,4
sq9094235,0010,8188,703,4
sq9094235,0011,8175,724,4
sq9094235,0012,8122,730,4
sq9094235,0013,6402,864,3
sq9094235,0014,7418,611,4
sq9094235,0015,8345,681,4
sq9094235,0016,8291,675,4
sq9094235,0017,8228,675,4
sq9094235,0018,8386,701,4
sq9094235,0019,8370,659,4
sq9094235,0020,9590,648,5
sq9094235,0021,8341,696,4
sq9094235,0022,8201,674,4
sq9094235,0023,7751,660,4
sq9094235,0024,8150,733,4
sq9094235,0025,7939,666,4
sq9094235,0026,8257,661,4
sq9094235,0027,8424,676,4
sq9094235,0028,8280,671,4
sq9094235,0029,8244,660,4
sq9094235,0030,8354,705,4
sq9094235,0031,8229,666,4
sq9094235,0032,9442,617,5
sq9094235,0033,8064,664,4
sq9094235,0034,7820,656,4
sq11154985,0001,8203,633,4
sq11154985,0002,9800,656,5
sq11154985,0003,8035,646,4
sq11154985,0004,9680,544,5
sq11154985,0005,8232,669,4
sq11154985,0006,9704,546,5
sq11154985,0007,10385,614,5
sq11154985,0008,8279,641,4
sq11154985,0009,8463,678,4
sq11154985,0010,8488,662,4
sq11154985,0011,8484,670,4
sq11154985,0012,8007,633,4
sq11154985,0013,8253,655,4
sq11154985,0014,8524,680,4
sq11154985,0015,8218,606,4
sq11154985,0016,10246,680,5
sq11154985,0017,8364,669,4
sq11154985,0018,9803,609,5
sq11154985,0019,8273,655,4
sq11154985,0020,8501,666,4
sq11154985,0021,8251,676,4
sq11154985,0022,8505,691,4
sq11154985,0023,9988,541,5
sq11154985,0024,9882,546,5
sq11154985,0025,10502,574,5
sq11154985,0026,10534,610,5
sq11154985,0027,7733,622,4
sq11154985,0028,8613,508,5
sq11154985,0029,9563,547,5
sq11154985,0030,10251,546,5
sq11154985,0031,9434,549,5
sq11154985,0032,10182,547,5
sq11154985,0033,10015,580,5
sq11154985,0034,8138,674,4
sq11154985,0035,8492,656,4
sq11154985,0036,8450,659,4
sq11154985,0037,8342,655,4
sq11154985,0038,7816,618,4
sq7330550,0001,8257,588,4
sq7330550,0002,10060,566,5
sq7330550,0003,8476,667,4
sq7330550,0004,8258,666,4
sq7330550,0005,7771,604,4
sq7330550,0006,8385,687,4
sq7330550,0007,8407,676,4
sq7330550,0008,8180,619,4
sq7330550,0009,9888,555,5
sq7330550,0010,10630,602,9
sq7330550,0011,8574,651,4
sq7330550,0012,8150,610,4
sq7330550,0013,9400,528,5
sq7330550,0014,9825,548,5
sq7330550,0015,8530,668,4
sq11164006,0001,8258,627,4
sq11164006,0002,11759,475,6
sq11164006,0003,9485,527,5
sq11164006,0004,10398,540,5
sq11164006,0005,10063,568,5
sq11164006,0006,9897,554,5
sq11164006,0007,10561,538,5
sq11164006,0008,9990,548,5
sq11164006,0009,10450,566,5
sq11164006,0010,10574,569,5
sq11164006,0011,10242,552,5
sq11164006,0012,8534,679,4
sq11164006,0013,8394,651,4
sq11164006,0014,10355,562,5
sq11164006,0015,10120,567,5
sq11164006,0016,10372,562,5
sq11164006,0017,10199,582,5
sq11164006,0018,10014,551,5
sq11164006,0019,10464,585,5
sq11164006,0020,10484,563,5
sq11164006,0021,10330,570,5
sq11164006,0022,8522,660,4
sq11164006,0023,8534,613,4
sq11164006,0024,8386,623,4
sq11164006,0025,8526,645,4
sq11164006,0026,10348,557,5
sq11164006,0027,10665,544,5
sq11164006,0028,10580,530,5
sq11164006,0029,10443,512,5
sq11164006,0030,11958,458,6
sq11164006,0031,12309,467,6
sq11164006,0032,11769,470,6
sq11164006,0033,12709,474,6
sq11164006,0034,12009,467,6
sq11164006,0035,10452,595,5
sq11164006,0036,10670,544,5
sq8661306,0001,8389,612,4
sq8661306,0002,10546,546,5
sq8661306,0003,10575,527,5
sq8661306,0004,10060,535,5
sq8661306,0005,9993,569,5
sq8661306,0006,10428,556,5
sq8661306,0007,9945,550,5
sq8661306,0008,10599,555,5
sq8661306,0009,9809,574,5
sq8661306,0010,10286,573,5
sq8661306,0011,10274,535,5
sq8661306,0012,10017,549,5
sq8661306,0013,8370,660,4
sq8661306,0014,10283,582,5
sq8661306,0015,10375,566,5
sq8661306,0016,10123,597,5
sq8661306,0017,10293,564,5
sq8661306,0018,10315,530,5
sq8661306,0019,9739,558,5
sq8661306,0020,9891,525,5
sq8661306,0021,9616,562,5
sq8661306,0022,8201,619,4
sq8661306,0023,9830,544,5
sq8661306,0024,9232,555,5
sq8661306,0025,9454,632,5
sq8661306,0026,8518,709,4
sq8661306,0027,8335,634,4
sq8661306,0028,10056,545,5
sq8661306,0029,9867,560,5
sq8661306,0030,10005,510,5
sq8661306,0031,10413,571,5
sq8661306,0032,9948,557,5
sq8661306,0033,9645,541,5
sq8661306,0034,10157,676,5
sq8661306,0035,10377,596,5
sq8661306,0036,8402,682,4
sq8661306,0037,10090,573,5
sq8661306,0038,9785,650,5
sq8661306,0039,9858,612,5
sq8661306,0040,9862,588,5
sq8661306,0041,8150,716,4
sq9790696,0001,8345,613,4
sq9790696,0002,9926,600,5
sq9790696,0003,9608,598,5
sq9790696,0004,9864,641,5
sq9790696,0005,10570,595,5
sq9790696,0006,10511,608,5
sq9790696,0007,9233,601,5
sq9790696,0008,8489,683,4
sq9790696,0009,8484,749,4
sq9790696,0010,10346,563,5
sq9790696,0011,9832,527,5
sq9790696,0012,9560,630,5
sq9790696,0013,10573,555,5
sq9790696,0014,10330,577,5
sq9790696,0015,10378,718,5
sq9790696,0016,10143,556,5
sq9790696,0017,10077,547,5
sq9790696,0018,8285,615,4
sq9790696,0019,10237,571,5
